customer_id,age,income_lpa,city_tier,spend_score,frequency_pm,avg_order_val,recency_days,total_orders,total_spend,clv,cat_electronics,cat_fashion,cat_grocery,cat_beauty,cat_sports,cat_home,app_sessions_pw,email_open_rate,push_click_rate,web_sessions_pw,pages_per_session,cart_abandon_rate,wishlist_items,reviews_written,returns_rate,referrals_made,pref_mobile,pref_desktop,pref_app,loyalty_years,nps_score,satisfaction,support_tickets,discount_usage,engagement_score,churn_risk
C00364,43,9.38,2,29.8,0.5,200,14,6,1200,4191,0.145,0.486,0.671,0.407,0.202,0.238,0.0,0.534,0.13,0.0,2.4,0.728,5,2,0.151,0,0.722,0.278,0.294,2.1,0,4,2,0.557,27.9,0.442
C00365,46,50.27,1,40.5,5.7,200,4,63,12600,37461,0.446,0.769,0.762,0.357,0.169,0.29,0.0,0.322,0.304,0.0,3.0,0.325,7,1,0.195,1,0.322,0.6779999999999999,0.262,1.8,9,4,0,0.239,25.9,0.363
C00366,33,9.83,1,36.8,2.9,200,19,34,6800,11389,0.496,0.244,0.239,0.055,0.219,0.302,0.0,0.494,0.123,0.0,16.1,0.68,0,0,0.195,0,0.619,0.381,0.398,5.6,7,5,0,0.118,29.5,0.399
C00367,41,43.29,1,32.4,6.4,200,2,79,15800,24340,0.239,0.452,0.482,0.17,0.423,0.214,2.5,0.187,0.173,2.7,1.0,0.669,2,2,0.179,1,0.787,0.21299999999999997,0.63,1.9,9,4,4,0.412,26.8,0.383
C00368,38,45.59,1,45.4,3.8,200,9,31,6200,18219,0.29,0.633,0.572,0.309,0.267,0.332,3.6,0.224,0.216,6.7,4.2,0.669,2,1,0.105,1,0.818,0.18200000000000005,0.742,3.2,9,4,0,0.281,36.7,0.446
C00369,39,13.46,1,41.2,0.8,200,62,9,1800,4281,0.25,0.521,0.674,0.171,0.231,0.047,0.5,0.33,0.054,0.6,10.2,0.555,1,2,0.136,0,0.678,0.32199999999999995,0.712,5.0,7,1,1,0.504,28.0,0.549
C00370,29,19.57,3,40.3,2.4,579,18,32,18528,56948,0.277,0.223,0.801,0.195,0.16,0.209,0.8,0.054,0.601,1.4,1.1,0.6,4,9,0.467,0,0.558,0.44199999999999995,0.353,0.4,9,4,0,0.673,20.4,0.543
C00371,38,13.35,2,26.3,0.5,200,50,4,800,2678,0.039,0.364,0.686,0.365,0.298,0.175,1.2,0.599,0.14,0.6,1.0,0.649,2,1,0.684,0,0.864,0.136,0.193,0.3,8,4,3,0.648,32.4,0.462
C00372,44,21.8,2,47.7,0.6,200,57,6,1200,3238,0.236,0.256,0.869,0.187,0.401,0.141,4.9,0.561,0.516,6.2,1.8,0.321,2,3,0.137,1,0.803,0.19699999999999995,0.731,0.3,9,4,1,0.123,52.1,0.479
C00373,55,20.71,3,26.9,4.8,203,39,65,13195,24730,0.019,0.479,0.709,0.214,0.265,0.347,2.2,0.354,0.196,4.1,1.0,0.705,6,3,0.121,0,0.279,0.721,0.41,1.0,9,5,0,0.637,28.6,0.415
C00374,50,37.67,3,49.1,5.3,200,143,54,10800,33095,0.431,0.437,0.302,0.223,0.169,0.502,0.8,0.29,0.351,0.7,3.3,0.706,3,3,0.138,4,0.633,0.367,0.363,1.2,4,4,0,0.916,31.0,0.535
C00375,64,50.43,2,45.0,4.7,236,1,51,12036,41062,0.422,0.105,0.498,0.309,0.279,0.35,6.1,0.494,0.202,11.6,4.1,0.495,4,3,0.094,2,0.746,0.254,0.503,0.1,5,5,3,0.252,52.9,0.333
C00376,29,52.86,3,35.3,0.7,200,60,10,2000,5321,0.218,0.616,0.721,0.603,0.16,0.259,2.1,0.485,0.145,1.1,6.9,0.652,3,1,0.125,0,0.582,0.41800000000000004,0.294,0.7,7,4,0,0.322,35.6,0.502
C00377,48,18.01,1,34.7,2.0,200,144,18,3600,10310,0.53,0.192,0.424,0.24,0.344,0.201,0.0,0.858,0.428,0.0,1.0,0.521,1,2,0.221,1,0.605,0.395,0.364,0.0,7,3,1,0.504,39.6,0.45
C00378,40,21.87,1,31.7,0.5,290,89,4,1160,2523,0.601,0.23,0.549,0.201,0.17,0.636,0.0,0.273,0.271,0.0,2.3,0.535,3,2,0.08,1,0.408,0.5920000000000001,0.42,0.5,6,4,0,0.341,20.9,0.603
C00379,64,9.72,2,44.4,4.7,747,8,62,46314,104811,0.205,0.623,0.467,0.12,0.088,0.186,2.3,0.304,0.063,1.5,6.1,0.372,4,2,0.146,0,0.433,0.567,0.362,1.2,7,3,0,0.146,34.5,0.398
C00380,28,15.75,2,30.8,1.5,365,18,20,7300,21676,0.393,0.517,0.311,0.303,0.611,0.156,0.0,0.259,0.333,0.0,5.8,0.66,2,1,0.163,1,0.332,0.6679999999999999,0.211,3.5,8,2,0,0.265,20.1,0.504
C00381,28,41.71,2,36.9,1.5,468,9,16,7488,25126,0.509,0.616,0.686,0.142,0.452,0.624,2.8,0.455,0.496,2.6,1.0,0.323,6,0,0.45,0,0.28,0.72,0.346,12.0,10,3,1,0.361,37.6,0.435
C00382,31,59.65,1,32.6,4.4,200,41,49,9800,27028,0.175,0.485,0.656,0.168,0.393,0.477,0.6,0.277,0.23,0.7,1.0,0.699,5,2,0.082,2,0.367,0.633,0.342,0.6,6,2,2,0.293,23.3,0.45
C00383,18,12.44,1,38.0,1.2,200,56,16,3200,9855,0.081,0.689,0.769,0.4,0.215,0.596,3.6,0.554,0.307,3.9,6.1,0.424,6,4,0.386,0,0.491,0.509,0.466,3.0,2,2,2,0.122,43.7,0.465
C00384,32,17.71,2,31.9,5.7,748,17,71,53108,97892,0.293,0.515,0.804,0.196,0.184,0.31,1.7,0.305,0.118,3.2,1.0,0.478,1,1,0.275,2,0.192,0.808,0.289,1.1,6,5,0,0.445,27.5,0.382
C00385,29,24.18,1,37.7,1.5,1031,35,14,14434,27770,0.306,0.464,0.429,0.67,0.422,0.152,0.0,0.589,0.081,0.0,3.4,0.88,4,2,0.394,1,0.928,0.07199999999999995,0.596,4.7,9,5,1,0.179,32.8,0.424
C00386,40,28.62,2,30.6,0.5,776,53,4,3104,7959,0.303,0.384,0.279,0.487,0.07,0.304,3.4,0.475,0.119,5.5,1.0,0.471,1,1,0.392,1,0.935,0.06499999999999995,0.373,1.0,7,3,1,0.574,37.7,0.503
C00387,42,15.72,2,20.1,0.5,200,25,5,1000,1853,0.184,0.738,0.543,0.152,0.291,0.147,4.0,0.443,0.211,6.0,1.4,0.569,1,2,0.346,1,0.603,0.397,0.824,0.9,5,2,1,0.507,34.5,0.482
C00388,61,30.98,2,42.7,3.2,200,87,42,8400,23268,0.206,0.419,0.58,0.424,0.134,0.027,0.0,0.288,0.28,0.0,1.0,0.359,6,2,0.186,3,0.851,0.14900000000000002,0.604,1.9,7,1,0,0.248,25.7,0.528
C00389,49,18.9,3,24.1,1.6,200,66,21,4200,8750,0.05,0.51,0.832,0.186,0.142,0.322,0.0,0.354,0.11,0.0,5.3,0.805,3,0,0.257,1,0.66,0.33999999999999997,0.364,12.0,9,5,1,0.483,20.3,0.525
C00390,31,24.34,3,45.6,0.5,200,3,7,1400,4316,0.273,0.528,0.543,0.089,0.122,0.262,2.5,0.166,0.136,1.8,4.5,0.251,8,2,0.098,0,0.813,0.18700000000000006,0.711,1.1,3,4,2,0.399,31.5,0.541
C00391,27,33.13,2,44.5,5.7,200,44,76,15200,47367,0.538,0.456,0.458,0.21,0.505,0.075,3.0,0.369,0.325,3.5,1.0,0.671,5,4,0.046,0,0.218,0.782,0.821,0.6,9,4,0,0.502,38.8,0.393
C00392,44,24.62,2,30.2,4.3,807,12,49,39543,95994,0.364,0.302,0.704,0.402,0.339,0.068,6.2,0.295,0.365,7.4,1.0,0.702,3,2,0.06,2,0.47,0.53,0.32,3.0,4,2,1,0.415,41.4,0.415
C00393,22,19.3,2,39.1,2.7,200,37,29,5800,10797,0.071,0.366,0.337,0.15,0.098,0.641,3.2,0.488,0.173,4.9,2.5,0.812,8,0,0.033,1,0.515,0.485,0.031,5.6,10,5,1,0.502,40.8,0.426
C00394,60,23.1,1,39.7,5.7,200,141,72,14400,40227,0.155,0.502,0.472,0.193,0.039,0.122,6.3,0.616,0.381,11.0,1.0,0.698,5,1,0.464,1,0.893,0.10699999999999998,0.364,4.4,7,4,1,0.587,55.1,0.425
C00395,52,23.37,1,32.8,4.3,691,95,53,36623,127652,0.18,0.518,0.474,0.228,0.027,0.487,1.5,0.414,0.319,1.5,1.0,0.626,2,4,0.281,0,0.573,0.42700000000000005,0.608,5.3,7,4,0,0.058,30.5,0.471
C00396,32,20.02,1,39.4,1.2,200,23,13,2600,7137,0.437,0.602,0.38,0.324,0.31,0.438,2.2,0.654,0.076,1.2,1.2,0.484,1,3,0.089,1,0.61,0.39,0.424,0.1,8,4,0,0.612,42.6,0.398
C00397,18,21.28,2,38.7,0.8,1021,16,7,7147,11232,0.626,0.242,0.65,0.077,0.683,0.452,0.3,0.643,0.082,0.2,1.0,0.319,3,3,0.099,2,0.427,0.573,0.485,0.2,4,5,0,0.685,35.8,0.404
C00398,54,59.1,2,39.7,6.0,1005,12,81,81405,124923,0.109,0.532,0.522,0.416,0.25,0.481,1.1,0.347,0.316,2.0,4.6,0.3,3,0,0.293,2,0.316,0.6839999999999999,0.717,3.9,6,5,4,0.746,29.9,0.357
C00399,37,33.4,3,34.7,4.1,200,34,44,8800,18838,0.347,0.692,0.372,0.139,0.061,0.082,2.0,0.242,0.406,2.5,7.9,0.528,2,3,0.592,0,0.439,0.5609999999999999,0.077,1.3,8,4,0,0.259,27.7,0.46
C00400,53,20.85,1,27.3,3.2,200,5,33,6600,12484,0.385,0.548,0.517,0.47,0.288,0.124,0.3,0.56,0.324,0.3,1.1,0.531,1,2,0.044,1,0.492,0.508,0.135,1.5,2,2,1,0.813,28.7,0.356
C00401,19,35.99,1,36.4,1.7,354,36,20,7080,22133,0.047,0.131,0.59,0.336,0.164,0.275,0.0,0.116,0.4,0.0,1.0,0.364,2,2,0.158,2,0.271,0.729,0.514,1.3,6,4,3,0.305,18.0,0.561
C00402,31,20.42,3,35.4,4.0,200,1,48,9600,30620,0.149,0.528,0.444,0.465,0.148,0.523,0.1,0.387,0.431,0.1,2.0,0.684,3,2,0.3,2,0.481,0.519,0.339,0.5,7,4,1,0.08,26.1,0.383
C00403,38,46.77,1,41.3,2.4,200,18,22,4400,8876,0.5,0.272,0.531,0.155,0.285,0.14,4.1,0.264,0.046,2.9,1.0,0.378,3,0,0.077,0,0.727,0.273,0.47,7.0,8,4,2,0.605,38.0,0.48
C00404,39,30.06,2,18.7,3.0,645,11,39,25155,54116,0.03,0.387,0.468,0.178,0.043,0.22,1.7,0.497,0.521,1.9,11.7,0.641,3,5,0.281,2,0.594,0.406,0.756,3.3,6,5,0,0.594,28.0,0.387
C00405,33,23.13,2,34.6,5.8,612,160,56,34272,67601,0.103,0.232,0.841,0.314,0.507,0.196,1.6,0.645,0.524,2.0,1.1,0.571,6,1,0.201,1,0.09,0.91,0.398,1.0,8,5,0,0.44,38.5,0.434
C00406,45,31.38,2,40.2,1.9,200,58,17,3400,11277,0.614,0.378,0.56,0.394,0.262,0.17,0.1,0.369,0.203,0.1,1.0,0.274,4,0,0.199,0,0.421,0.579,0.52,2.2,6,4,2,0.24,27.5,0.505
C00407,25,10.34,1,25.1,0.5,200,19,5,1000,2505,0.315,0.766,0.651,0.222,0.258,0.434,1.9,0.096,0.338,1.5,3.3,0.475,2,1,0.312,0,0.652,0.348,0.152,1.9,7,4,2,0.25,19.2,0.579
C00408,36,13.2,1,40.6,0.5,200,4,6,1200,3375,0.149,0.394,0.557,0.459,0.119,0.462,4.6,0.348,0.098,2.4,3.1,0.678,3,5,0.068,0,0.262,0.738,0.082,1.6,7,3,0,0.343,41.8,0.487
C00409,39,12.72,1,36.0,4.5,200,33,62,12400,28904,0.192,0.406,0.667,0.112,0.04,0.523,4.1,0.497,0.534,5.7,4.0,0.771,5,1,0.154,1,0.879,0.121,0.203,8.2,1,5,1,0.163,42.8,0.373
C00410,44,26.54,2,39.6,3.6,200,11,46,9200,25411,0.368,0.202,0.582,0.2,0.222,0.139,2.3,0.331,0.229,1.8,13.6,0.386,2,4,0.309,1,0.516,0.484,0.178,1.5,10,2,0,0.7,33.4,0.421
C00411,47,63.62,2,38.0,4.3,200,35,59,11800,26806,0.487,0.342,0.676,0.298,0.133,0.265,0.6,0.418,0.066,1.1,1.6,0.296,3,2,0.333,0,0.646,0.354,0.271,2.4,9,4,1,0.587,29.7,0.404
C00412,25,83.7,1,52.4,4.3,524,81,38,19912,43395,0.477,0.638,0.279,0.182,0.37,0.446,6.2,0.178,0.191,8.7,1.8,0.751,3,2,0.34,2,0.799,0.20099999999999996,0.499,0.8,8,5,1,0.678,46.7,0.526
C00413,20,34.85,2,41.3,4.4,372,43,37,13764,38112,0.09,0.226,0.711,0.04,0.053,0.37,3.8,0.641,0.189,5.1,1.6,0.493,4,2,0.43,0,0.435,0.565,0.087,1.1,6,4,2,0.526,48.3,0.343
C00414,53,32.31,3,45.5,1.6,694,45,18,12492,33505,0.256,0.401,0.71,0.147,0.477,0.159,0.0,0.605,0.105,0.0,4.0,0.655,2,3,0.439,0,0.38,0.62,0.633,2.1,9,4,0,0.28,36.3,0.427
C00415,42,9.11,1,21.1,3.0,200,35,29,5800,12105,0.161,0.198,0.579,0.16,0.019,0.798,0.0,0.401,0.399,0.0,3.7,0.585,2,1,0.336,1,0.749,0.251,0.402,6.5,9,4,1,0.427,20.5,0.442
C00416,29,18.2,2,36.7,1.3,200,118,17,3400,6116,0.144,0.279,0.309,0.227,0.25,0.287,0.0,0.637,0.305,0.0,3.0,0.602,2,1,0.202,0,0.734,0.266,0.609,9.0,4,4,3,0.453,33.8,0.505
C00417,57,15.91,2,41.4,0.8,382,121,10,3820,8546,0.251,0.402,0.393,0.209,0.074,0.248,0.3,0.452,0.203,0.6,1.8,0.464,7,0,0.303,0,0.444,0.556,0.562,4.1,8,4,1,0.29,31.1,0.577
C00418,39,17.44,1,32.3,1.4,227,32,19,4313,10051,0.358,0.434,0.823,0.218,0.041,0.108,3.2,0.431,0.195,3.1,2.2,0.787,4,4,0.194,2,0.534,0.46599999999999997,0.208,4.3,6,1,0,0.413,36.4,0.47
C00419,52,22.37,1,40.7,2.1,770,16,20,15400,42463,0.124,0.672,0.254,0.135,0.228,0.209,3.2,0.49,0.525,5.3,6.3,0.395,3,0,0.484,0,0.273,0.727,0.568,0.3,9,3,0,0.521,41.5,0.417
C00420,39,18.92,2,25.3,2.7,213,28,29,6177,20564,0.134,0.147,0.803,0.308,0.173,0.316,2.1,0.533,0.055,1.4,3.8,0.368,5,2,0.078,0,0.717,0.28300000000000003,0.473,5.9,7,5,0,0.354,33.0,0.402
C00421,63,8.26,3,36.6,2.8,925,9,31,28675,45088,0.229,0.629,0.699,0.102,0.719,0.159,0.9,0.233,0.141,1.5,5.0,0.506,5,4,0.727,1,0.682,0.31799999999999995,0.093,7.4,6,3,2,0.27,24.6,0.469
C00422,59,37.02,3,19.2,0.5,276,46,5,1380,2743,0.514,0.226,0.338,0.33,0.164,0.088,6.5,0.329,0.276,6.0,1.3,0.486,4,1,0.028,0,0.964,0.03600000000000003,0.569,0.7,10,4,1,0.636,39.0,0.539
C00423,35,13.6,2,43.4,0.9,533,31,10,5330,10060,0.304,0.662,0.89,0.544,0.305,0.238,1.3,0.368,0.197,1.2,9.7,0.351,1,1,0.372,0,0.901,0.09899999999999998,0.696,1.8,10,4,2,0.306,32.7,0.501
C00424,50,27.98,2,28.3,2.3,200,5,25,5000,12523,0.116,0.479,0.548,0.425,0.114,0.202,1.4,0.406,0.228,1.8,1.0,0.473,4,1,0.126,2,0.939,0.061000000000000054,0.502,1.3,9,3,3,0.088,28.1,0.425
C00425,46,76.76,2,43.8,8.1,200,10,87,17400,41054,0.499,0.383,0.858,0.108,0.245,0.519,1.5,0.207,0.609,1.6,3.6,0.594,3,0,0.301,0,0.153,0.847,0.243,3.4,3,5,2,0.55,28.7,0.343
C00426,54,14.8,2,26.3,0.5,458,29,5,2290,6774,0.234,0.317,0.55,0.233,0.197,0.249,5.7,0.256,0.362,3.9,6.7,0.817,2,2,0.053,0,0.517,0.483,0.099,0.4,9,4,3,0.503,37.0,0.542
C00427,26,6.1,2,41.7,2.6,807,98,21,16947,33637,0.268,0.736,0.341,0.376,0.334,0.056,2.6,0.54,0.129,3.6,8.0,0.518,7,1,0.254,4,0.962,0.038000000000000034,0.494,3.3,3,5,2,0.415,41.5,0.479
C00428,46,20.96,1,13.2,5.8,368,38,65,23920,64321,0.297,0.519,0.446,0.229,0.072,0.288,0.0,0.34,0.379,0.0,1.5,0.493,8,2,0.22,0,0.713,0.28700000000000003,0.403,4.7,3,1,0,0.277,15.5,0.392
C00429,51,44.95,2,40.8,1.2,200,51,12,2400,7843,0.147,0.472,0.4,0.454,0.03,0.23,0.0,0.368,0.261,0.0,2.5,0.438,2,1,0.568,0,0.332,0.6679999999999999,0.502,0.3,4,3,0,0.725,27.4,0.515
C00430,18,72.03,2,41.4,5.7,699,19,46,32154,106795,0.115,0.494,0.701,0.219,0.167,0.562,0.0,0.531,0.079,0.0,1.0,0.348,1,5,0.09,1,0.86,0.14,0.703,0.7,9,4,3,0.265,32.5,0.317
C00431,24,12.48,2,29.1,0.9,200,38,9,1800,6152,0.029,0.073,0.486,0.337,0.082,0.554,1.1,0.632,0.352,2.0,6.2,0.459,7,0,0.241,0,0.734,0.266,0.28,0.3,7,4,0,0.46,34.2,0.429
C00432,18,32.24,3,47.1,2.3,200,27,22,4400,13405,0.022,0.752,0.367,0.185,0.23,0.335,0.0,0.131,0.302,0.0,1.0,0.268,4,1,0.103,1,0.543,0.45699999999999996,0.14,4.1,9,4,0,0.357,22.8,0.532
C00433,35,18.99,1,24.8,1.2,344,48,12,4128,13672,0.373,0.717,0.283,0.293,0.095,0.422,0.0,0.27,0.03,0.0,2.2,0.741,3,0,0.151,1,0.839,0.16100000000000003,0.55,0.1,9,5,0,0.54,18.0,0.541
C00434,47,23.14,1,39.9,1.5,200,2,13,2600,5120,0.211,0.336,0.908,0.188,0.261,0.609,3.6,0.357,0.252,3.6,18.8,0.695,4,2,0.131,0,0.602,0.398,0.556,5.6,9,5,1,0.64,38.5,0.457
C00435,56,105.05,1,58.8,11.6,319,31,128,40832,77383,0.004,0.257,0.759,0.166,0.256,0.502,4.9,0.511,0.272,3.8,10.0,0.709,3,0,0.246,2,0.497,0.503,0.433,1.9,10,4,2,0.303,55.0,0.186
C00436,39,10.73,3,36.1,4.1,200,16,50,10000,15130,0.622,0.114,0.426,0.415,0.057,0.571,4.2,0.248,0.133,5.7,1.6,0.738,5,6,0.161,1,0.407,0.593,0.553,0.6,8,5,3,0.316,35.7,0.439
C00437,58,28.21,2,36.6,5.3,290,18,62,17980,52388,0.377,0.784,0.525,0.026,0.334,0.352,0.0,0.189,0.37,0.0,1.0,0.458,2,3,0.195,1,0.095,0.905,0.435,0.4,9,4,2,0.604,20.3,0.428
C00438,21,31.73,1,38.3,4.3,200,146,55,11000,37124,0.203,0.217,0.42,0.044,0.016,0.297,0.0,0.016,0.074,0.0,1.2,0.639,1,1,0.046,0,0.812,0.18799999999999994,0.574,0.4,6,2,1,0.21,15.8,0.646
C00439,18,44.58,2,41.3,0.6,292,9,6,1752,3283,0.582,0.532,0.619,0.074,0.233,0.234,0.6,0.435,0.234,0.6,4.6,0.949,2,1,0.122,1,0.859,0.14100000000000001,0.411,0.8,10,4,1,0.608,31.5,0.464
C00440,37,25.89,2,30.9,3.8,501,17,42,21042,58368,0.364,0.189,0.194,0.485,0.454,0.136,4.8,0.448,0.257,4.7,5.2,0.556,3,1,0.187,1,0.562,0.43799999999999994,0.386,0.2,10,5,1,0.527,41.6,0.388
C00441,43,29.06,3,27.6,5.3,615,32,68,41820,125164,0.241,0.711,0.579,0.114,0.262,0.582,1.7,0.172,0.041,1.5,1.0,0.628,5,3,0.108,0,0.688,0.31200000000000006,0.45,4.0,7,4,1,0.668,21.8,0.449
C00442,38,19.78,2,28.0,1.1,1010,89,12,12120,40665,0.061,0.122,0.665,0.719,0.312,0.245,5.0,0.354,0.251,9.5,1.1,0.795,4,2,0.056,0,0.378,0.622,0.311,0.8,6,3,1,0.468,38.3,0.563
C00443,18,28.45,2,46.1,5.1,200,24,62,12400,34642,0.228,0.578,0.614,0.054,0.366,0.128,2.8,0.281,0.13,4.3,1.6,0.522,1,1,0.305,0,0.763,0.237,0.328,0.0,6,2,1,0.496,36.1,0.412
C00444,37,20.31,3,39.0,4.2,200,61,45,9000,30965,0.248,0.273,0.58,0.043,0.745,0.507,1.2,0.448,0.165,2.0,2.3,0.57,0,1,0.308,1,0.421,0.579,0.032,4.0,7,4,3,0.577,33.0,0.426
C00445,22,34.53,1,28.8,7.1,200,87,75,15000,32840,0.165,0.407,0.55,0.154,0.059,0.505,2.8,0.608,0.01,2.2,10.0,0.462,4,5,0.081,1,0.749,0.251,0.405,2.2,8,4,0,0.312,39.0,0.332
C00446,46,20.02,1,11.1,2.0,200,17,25,5000,10999,0.288,0.398,0.352,0.22,0.168,0.213,0.0,0.323,0.128,0.0,1.0,0.531,4,6,0.143,1,0.437,0.563,0.571,0.1,8,4,3,0.6,14.1,0.471
C00447,42,30.19,2,43.7,1.0,200,22,9,1800,4655,0.42,0.293,0.551,0.294,0.187,0.699,0.0,0.482,0.23,0.0,4.1,0.295,3,4,0.059,4,0.921,0.07899999999999996,0.453,0.6,8,3,2,0.514,31.9,0.454
C00448,27,24.14,3,24.6,2.2,529,20,22,11638,26383,0.227,0.538,0.789,0.147,0.055,0.307,2.0,0.596,0.298,2.0,7.9,0.488,1,1,0.079,2,0.613,0.387,0.413,1.0,2,1,0,0.601,34.3,0.387
C00449,32,45.57,2,26.7,6.7,200,81,63,12600,18936,0.064,0.376,0.757,0.505,0.298,0.406,1.9,0.595,0.284,1.4,5.1,0.688,1,5,0.233,0,0.868,0.132,0.275,7.0,10,5,1,0.574,34.8,0.34
C00450,25,23.85,1,21.8,0.5,402,2,5,2010,5957,0.128,0.384,0.262,0.397,0.357,0.089,5.3,0.414,0.213,8.2,1.0,0.554,5,4,0.156,3,0.757,0.243,0.557,1.4,5,4,2,0.209,38.6,0.465
C00451,37,9.25,1,34.4,0.5,200,17,5,1000,3003,0.644,0.343,0.728,0.176,0.211,0.122,0.0,0.424,0.308,0.0,2.6,0.472,4,6,0.101,0,0.667,0.33299999999999996,0.421,2.9,9,3,0,0.528,26.5,0.479
C00452,49,49.11,2,39.8,4.1,200,51,47,9400,28143,0.049,0.204,0.435,0.379,0.133,0.603,2.7,0.566,0.37,3.7,9.6,0.356,5,0,0.157,2,0.454,0.546,0.293,3.7,6,4,2,0.614,41.8,0.382
C00453,26,14.91,1,31.4,1.7,200,38,22,4400,9636,0.277,0.293,0.471,0.195,0.053,0.177,2.7,0.258,0.225,2.1,1.0,0.714,3,2,0.247,1,0.934,0.06599999999999995,0.212,1.9,7,5,2,0.18,29.2,0.521
C00454,44,17.12,2,44.6,2.7,200,26,34,6800,17303,0.222,0.461,0.576,0.141,0.165,0.136,2.0,0.18,0.147,1.8,17.5,0.565,4,2,0.25,2,0.666,0.33399999999999996,0.32,0.3,0,3,0,0.287,29.8,0.506
C00455,32,17.68,3,39.8,4.6,200,35,47,9400,20868,0.367,0.559,0.522,0.354,0.276,0.561,3.6,0.314,0.257,5.2,1.0,0.533,5,2,0.202,3,0.642,0.358,0.225,6.8,9,4,2,0.345,37.2,0.427
C00456,28,52.24,2,48.5,3.0,200,10,42,8400,12869,0.251,0.625,0.476,0.17,0.247,0.06,0.8,0.488,0.119,1.1,1.0,0.902,3,2,0.183,0,0.349,0.651,0.407,1.5,10,5,1,0.485,36.7,0.388
C00457,37,7.58,2,23.4,0.5,200,25,6,1200,3150,0.225,0.438,0.285,0.311,0.273,0.235,2.8,0.588,0.326,3.7,6.7,0.615,4,3,0.33,1,0.935,0.06499999999999995,0.246,0.5,4,4,2,0.508,36.2,0.438
C00458,26,137.79,2,54.0,11.6,200,31,121,24200,42290,0.46,0.689,0.775,0.206,0.354,0.18,4.9,0.227,0.263,8.1,7.0,0.786,0,5,0.212,2,0.82,0.18000000000000005,0.245,3.7,5,5,0,0.294,44.6,0.271
C00459,31,43.85,1,21.9,1.8,200,104,23,4600,7636,0.36,0.763,0.441,0.401,0.178,0.121,4.2,0.511,0.492,7.2,1.0,0.647,1,1,0.209,2,0.61,0.39,0.832,5.3,2,1,1,0.322,37.9,0.515
C00460,24,27.74,3,35.0,1.0,213,14,12,2556,7696,0.246,0.134,0.691,0.289,0.262,0.045,0.5,0.53,0.158,0.5,1.0,0.559,1,2,0.187,0,0.653,0.347,0.595,3.3,2,3,1,0.457,31.5,0.431
C00461,62,23.8,2,41.5,5.2,333,91,65,21645,32879,0.279,0.545,0.622,0.333,0.353,0.36,0.0,0.339,0.444,0.0,11.9,0.575,8,4,0.181,0,0.893,0.10699999999999998,0.306,1.5,8,4,3,0.214,26.8,0.466
C00462,38,28.7,2,35.2,2.4,200,47,22,4400,15039,0.546,0.506,0.731,0.213,0.381,0.388,0.3,0.15,0.315,0.2,1.3,0.615,2,2,0.142,0,0.752,0.248,0.202,10.3,4,4,1,0.215,19.6,0.545
C00463,30,32.68,2,32.9,3.2,503,1,35,17605,44550,0.267,0.314,0.423,0.443,0.367,0.56,0.0,0.263,0.23,0.0,1.0,0.606,3,2,0.159,1,0.534,0.46599999999999997,0.582,0.3,5,5,0,0.468,21.0,0.441
C00464,41,34.98,2,36.4,4.4,293,58,58,16994,58902,0.477,0.642,0.63,0.14,0.104,0.31,0.6,0.172,0.068,1.2,1.2,0.66,4,3,0.079,2,0.927,0.07299999999999995,0.158,0.4,7,3,1,0.45,21.7,0.5
C00465,37,33.3,2,43.7,5.5,200,2,61,12200,19715,0.485,0.711,0.237,0.358,0.048,0.361,1.0,0.274,0.048,0.7,5.3,0.735,3,6,0.261,0,0.353,0.647,0.287,0.8,7,5,1,0.368,29.0,0.38
C00466,35,25.77,1,49.8,2.4,200,268,29,5800,15469,0.13,0.474,0.636,0.062,0.535,0.374,0.0,0.181,0.091,0.0,9.9,0.838,6,4,0.159,0,0.748,0.252,0.308,0.4,6,5,0,0.201,25.4,0.778
C00467,45,22.01,3,31.5,5.9,200,93,68,13600,29902,0.127,0.312,0.321,0.302,0.202,0.482,1.5,0.368,0.649,1.2,1.0,0.547,1,3,0.176,0,0.58,0.42000000000000004,0.451,1.5,10,3,0,0.52,28.6,0.442
C00468,47,22.57,3,24.5,0.5,290,16,7,2030,6470,0.327,0.351,0.654,0.302,0.246,0.297,0.0,0.372,0.215,0.0,1.0,0.719,3,1,0.193,0,0.432,0.5680000000000001,0.129,2.3,3,4,3,0.303,21.0,0.493
C00469,32,22.04,2,36.0,4.4,702,13,43,30186,67087,0.501,0.536,0.498,0.527,0.251,0.515,1.3,0.626,0.322,0.9,2.3,0.547,3,3,0.009,3,0.695,0.30500000000000005,0.77,0.9,5,3,0,0.383,37.5,0.315
C00470,31,45.77,3,26.8,2.2,602,22,25,15050,30416,0.163,0.715,0.623,0.352,0.035,0.314,0.9,0.382,0.396,0.6,5.5,0.693,3,3,0.158,2,0.94,0.06000000000000005,0.142,0.1,7,5,2,0.385,25.1,0.454
C00471,35,34.0,1,45.9,6.1,200,20,53,10600,34080,0.354,0.201,0.714,0.097,0.302,0.128,1.4,0.259,0.033,0.9,4.3,0.612,3,4,0.37,1,0.421,0.579,0.167,2.1,6,4,1,0.501,30.7,0.389
C00472,18,4.87,2,33.1,2.5,200,21,30,6000,13496,0.361,0.246,0.607,0.233,0.067,0.502,1.9,0.364,0.147,1.9,1.6,0.167,3,0,0.046,1,0.425,0.575,0.645,2.1,9,1,1,0.141,30.4,0.45
