date,day_of_week,is_weekend,hour,shift,calls_received,calls_abandoned,calls_resolved,total_call_duration_min,avg_wait_time_min,base_lambda,abandon_rate,resolution_rate
2/19/2024,Mon,FALSE,3,Night,6,0,5,26.6,0.86,3.5,0,0.833
2/19/2024,Mon,FALSE,4,Night,4,0,4,16.3,0.12,4.37,0,1
2/19/2024,Mon,FALSE,5,Night,6,1,5,27.3,0.05,8.74,0.167,0.833
2/19/2024,Mon,FALSE,6,Morning,29,2,25,109.4,0.13,20.4,0.069,0.862
2/19/2024,Mon,FALSE,7,Morning,35,1,31,145.3,1.56,32.06,0.029,0.886
2/19/2024,Mon,FALSE,8,Morning,33,0,29,127.8,3.93,43.71,0,0.879
2/19/2024,Mon,FALSE,9,Morning,61,5,50,296.5,10.41,52.46,0.082,0.82
2/19/2024,Mon,FALSE,10,Morning,59,6,46,269.5,7.31,61.2,0.102,0.78
2/19/2024,Mon,FALSE,11,Morning,58,4,49,269.8,5.14,58.29,0.069,0.845
2/19/2024,Mon,FALSE,12,Morning,43,4,35,191,7.43,46.63,0.093,0.814
2/19/2024,Mon,FALSE,13,Morning,45,3,35,176.8,1.03,49.54,0.067,0.778
2/19/2024,Mon,FALSE,14,Evening,53,6,41,285.8,1,58.29,0.113,0.774
2/19/2024,Mon,FALSE,15,Evening,68,5,53,354.2,1.24,55.37,0.074,0.779
2/19/2024,Mon,FALSE,16,Evening,36,1,32,144.8,9.66,49.54,0.028,0.889
2/19/2024,Mon,FALSE,17,Evening,44,5,37,142.2,5.48,40.8,0.114,0.841
2/19/2024,Mon,FALSE,18,Evening,28,2,19,135.3,1.41,32.06,0.071,0.679
2/19/2024,Mon,FALSE,19,Evening,29,2,25,108,0.49,26.23,0.069,0.862
2/19/2024,Mon,FALSE,20,Night,14,0,11,44.8,1.21,20.4,0,0.786
2/19/2024,Mon,FALSE,21,Night,17,2,13,75.5,0.25,17.49,0.118,0.765
2/19/2024,Mon,FALSE,22,Night,8,0,7,44.4,0.03,14.57,0,0.875
2/19/2024,Mon,FALSE,23,Night,11,1,9,54.6,0.39,11.66,0.091,0.818
2/20/2024,Tue,FALSE,0,Night,10,0,10,40.1,0.66,8.75,0,1
2/20/2024,Tue,FALSE,1,Night,9,2,6,26.6,0.75,5.83,0.222,0.667
2/20/2024,Tue,FALSE,2,Night,6,1,4,15.4,1.67,4.38,0.167,0.667
2/20/2024,Tue,FALSE,3,Night,3,1,1,28.5,0.07,3.5,0.333,0.333
2/20/2024,Tue,FALSE,4,Night,5,0,5,37.9,0.22,4.38,0,1
2/20/2024,Tue,FALSE,5,Night,10,1,7,34.6,0.62,8.75,0.1,0.7
2/20/2024,Tue,FALSE,6,Morning,22,1,19,53.7,1.31,20.42,0.045,0.864
2/20/2024,Tue,FALSE,7,Morning,35,3,27,133.3,2.59,32.08,0.086,0.771
2/20/2024,Tue,FALSE,8,Morning,43,1,39,233.7,0.39,43.75,0.023,0.907
2/20/2024,Tue,FALSE,9,Morning,46,4,32,211.3,6.26,52.5,0.087,0.696
2/20/2024,Tue,FALSE,10,Morning,55,3,49,290.1,1.01,61.25,0.055,0.891
2/20/2024,Tue,FALSE,11,Morning,64,4,53,287.8,0.88,58.33,0.062,0.828
2/20/2024,Tue,FALSE,12,Morning,46,3,37,220.5,0.71,46.67,0.065,0.804
2/20/2024,Tue,FALSE,13,Morning,35,4,28,111.7,3.51,49.58,0.114,0.8
2/20/2024,Tue,FALSE,14,Evening,53,4,46,259.1,1.27,58.33,0.075,0.868
2/20/2024,Tue,FALSE,15,Evening,62,8,50,245.8,2.5,55.42,0.129,0.806
2/20/2024,Tue,FALSE,16,Evening,46,7,31,202,0.15,49.58,0.152,0.674
2/20/2024,Tue,FALSE,17,Evening,42,4,37,187,0.93,40.83,0.095,0.881
2/20/2024,Tue,FALSE,18,Evening,28,2,23,127.2,0.86,32.08,0.071,0.821
2/20/2024,Tue,FALSE,19,Evening,23,0,19,156.3,0.06,26.25,0,0.826
2/20/2024,Tue,FALSE,20,Night,20,1,17,90.8,0.39,20.42,0.05,0.85
2/20/2024,Tue,FALSE,21,Night,20,2,14,140.4,1.88,17.5,0.1,0.7
2/20/2024,Tue,FALSE,22,Night,24,1,20,137.9,0.09,14.58,0.042,0.833
2/20/2024,Tue,FALSE,23,Night,17,1,13,63.8,1.26,11.67,0.059,0.765
2/21/2024,Wed,FALSE,0,Night,12,0,9,69.3,0.06,8.76,0,0.75
2/21/2024,Wed,FALSE,1,Night,6,1,5,45.7,0.12,5.84,0.167,0.833
2/21/2024,Wed,FALSE,2,Night,5,1,3,22.3,0.32,4.38,0.2,0.6
2/21/2024,Wed,FALSE,3,Night,4,0,3,17,0.43,3.5,0,0.75
2/21/2024,Wed,FALSE,4,Night,5,0,5,18.8,0.69,4.38,0,1
2/21/2024,Wed,FALSE,5,Night,6,0,6,39.4,0.43,8.76,0,1
2/21/2024,Wed,FALSE,6,Morning,22,0,20,118.4,0.86,20.43,0,0.909
2/21/2024,Wed,FALSE,7,Morning,28,5,19,177,0.61,32.11,0.179,0.679
2/21/2024,Wed,FALSE,8,Morning,49,4,35,226.3,4.85,43.78,0.082,0.714
2/21/2024,Wed,FALSE,9,Morning,49,3,35,204.3,2.43,52.54,0.061,0.714
2/21/2024,Wed,FALSE,10,Morning,67,6,52,353.4,0.21,61.3,0.09,0.776
2/21/2024,Wed,FALSE,11,Morning,51,4,42,190.5,7.3,58.38,0.078,0.824
2/21/2024,Wed,FALSE,12,Morning,33,2,29,100.6,0.58,46.7,0.061,0.879
2/21/2024,Wed,FALSE,13,Morning,40,2,31,180.8,6.56,49.62,0.05,0.775
2/21/2024,Wed,FALSE,14,Evening,56,10,42,237.4,1.06,58.38,0.179,0.75
2/21/2024,Wed,FALSE,15,Evening,43,2,40,232.3,2.22,55.46,0.047,0.93
2/21/2024,Wed,FALSE,16,Evening,50,2,40,183.2,0.81,49.62,0.04,0.8
2/21/2024,Wed,FALSE,17,Evening,37,4,28,159.7,0.77,40.87,0.108,0.757
2/21/2024,Wed,FALSE,18,Evening,32,3,26,153.3,1.78,32.11,0.094,0.812
2/21/2024,Wed,FALSE,19,Evening,31,2,22,160.9,0.72,26.27,0.065,0.71
2/21/2024,Wed,FALSE,20,Night,13,0,11,62.4,0.2,20.43,0,0.846
2/21/2024,Wed,FALSE,21,Night,16,2,13,92.4,1.98,17.51,0.125,0.812
2/21/2024,Wed,FALSE,22,Night,15,2,11,90.1,0.4,14.59,0.133,0.733
2/21/2024,Wed,FALSE,23,Night,11,3,8,52.3,3.14,11.68,0.273,0.727
2/22/2024,Thu,FALSE,0,Night,11,0,9,61.2,0.94,8.76,0,0.818
2/22/2024,Thu,FALSE,1,Night,8,0,8,25.7,0.02,5.84,0,1
2/22/2024,Thu,FALSE,2,Night,5,1,2,28.7,0.6,4.38,0.2,0.4
2/22/2024,Thu,FALSE,3,Night,2,0,1,2.3,0.61,3.51,0,0.5
2/22/2024,Thu,FALSE,4,Night,2,0,2,4.1,0.28,4.38,0,1
2/22/2024,Thu,FALSE,5,Night,9,0,7,49.7,0.16,8.76,0,0.778
2/22/2024,Thu,FALSE,6,Morning,17,0,15,70.6,0.53,20.45,0,0.882
2/22/2024,Thu,FALSE,7,Morning,30,3,26,135.4,1.37,32.13,0.1,0.867
2/22/2024,Thu,FALSE,8,Morning,39,3,31,165.7,9.52,43.82,0.077,0.795
2/22/2024,Thu,FALSE,9,Morning,48,3,33,245.7,0.27,52.58,0.062,0.688
2/22/2024,Thu,FALSE,10,Morning,41,3,33,259.6,1.52,61.35,0.073,0.805
2/22/2024,Thu,FALSE,11,Morning,52,7,38,205.9,8.49,58.43,0.135,0.731
2/22/2024,Thu,FALSE,12,Morning,51,5,39,245.9,1.57,46.74,0.098,0.765
2/22/2024,Thu,FALSE,13,Morning,47,5,35,180,1.23,49.66,0.106,0.745
2/22/2024,Thu,FALSE,14,Evening,63,1,53,269.2,4.78,58.43,0.016,0.841
2/22/2024,Thu,FALSE,15,Evening,46,3,39,221.5,1.25,55.51,0.065,0.848
2/22/2024,Thu,FALSE,16,Evening,50,5,39,199.6,0.86,49.66,0.1,0.78
2/22/2024,Thu,FALSE,17,Evening,34,4,24,142.7,6.2,40.9,0.118,0.706
2/22/2024,Thu,FALSE,18,Evening,37,1,31,134.1,1,32.13,0.027,0.838
2/22/2024,Thu,FALSE,19,Evening,25,2,23,96.7,5.77,26.29,0.08,0.92
2/22/2024,Thu,FALSE,20,Night,29,3,21,119.2,2.16,20.45,0.103,0.724
2/22/2024,Thu,FALSE,21,Night,18,3,8,114.9,3.05,17.53,0.167,0.444
2/22/2024,Thu,FALSE,22,Night,6,1,3,12.3,0.26,14.61,0.167,0.5
2/22/2024,Thu,FALSE,23,Night,17,2,14,55.5,1.86,11.69,0.118,0.824
2/23/2024,Fri,FALSE,0,Night,14,1,10,49.1,0.85,8.77,0.071,0.714
2/23/2024,Fri,FALSE,1,Night,4,0,3,16.3,0.47,5.85,0,0.75
2/23/2024,Fri,FALSE,2,Night,1,0,1,4.1,0.18,4.39,0,1
2/23/2024,Fri,FALSE,3,Night,3,0,3,13.4,0.9,3.51,0,1
2/23/2024,Fri,FALSE,4,Night,7,0,6,34.5,0.56,4.39,0,0.857
2/23/2024,Fri,FALSE,5,Night,10,2,8,51.7,0.16,8.77,0.2,0.8
2/23/2024,Fri,FALSE,6,Morning,12,0,9,67.3,0.41,20.47,0,0.75
2/23/2024,Fri,FALSE,7,Morning,35,2,29,132.4,1.62,32.16,0.057,0.829
2/23/2024,Fri,FALSE,8,Morning,55,10,37,270.6,3.41,43.86,0.182,0.673
2/23/2024,Fri,FALSE,9,Morning,54,3,45,272.3,9.85,52.63,0.056,0.833
2/23/2024,Fri,FALSE,10,Morning,65,7,51,296.2,5.4,61.4,0.108,0.785
2/23/2024,Fri,FALSE,11,Morning,71,8,50,329.2,0.51,58.47,0.113,0.704
2/23/2024,Fri,FALSE,12,Morning,50,4,39,191.3,3.96,46.78,0.08,0.78
2/23/2024,Fri,FALSE,13,Morning,44,4,36,203.4,2.06,49.7,0.091,0.818
2/23/2024,Fri,FALSE,14,Evening,53,3,44,243.2,1.19,58.47,0.057,0.83
2/23/2024,Fri,FALSE,15,Evening,53,1,47,286.5,18.8,55.55,0.019,0.887
2/23/2024,Fri,FALSE,16,Evening,61,6,46,356.1,1.9,49.7,0.098,0.754
2/23/2024,Fri,FALSE,17,Evening,42,6,32,229.4,3.07,40.93,0.143,0.762
2/23/2024,Fri,FALSE,18,Evening,35,5,26,150.1,3.77,32.16,0.143,0.743
2/23/2024,Fri,FALSE,19,Evening,20,0,19,58.6,0.89,26.31,0,0.95
2/23/2024,Fri,FALSE,20,Night,25,1,20,86.5,0.56,20.47,0.04,0.8
2/23/2024,Fri,FALSE,21,Night,17,1,15,87.7,1.35,17.54,0.059,0.882
2/23/2024,Fri,FALSE,22,Night,10,1,8,60.8,1.07,14.62,0.1,0.8
2/23/2024,Fri,FALSE,23,Night,9,0,8,44.3,2.39,11.69,0,0.889
2/24/2024,Sat,TRUE,0,Night,4,0,4,6.6,0.4,4.83,0,1
2/24/2024,Sat,TRUE,1,Night,5,0,5,24.8,0.07,3.22,0,1
2/24/2024,Sat,TRUE,2,Night,5,0,4,18.6,0.34,2.41,0,0.8
2/24/2024,Sat,TRUE,3,Night,0,0,0,0,0,1.93,0,0
2/24/2024,Sat,TRUE,4,Night,3,1,2,18.1,0.29,2.41,0.333,0.667
2/24/2024,Sat,TRUE,5,Night,6,0,6,20.6,0.48,4.83,0,1
2/24/2024,Sat,TRUE,6,Morning,9,1,7,61.8,8.43,11.27,0.111,0.778
2/24/2024,Sat,TRUE,7,Morning,14,0,13,54,3.08,17.7,0,0.929
2/24/2024,Sat,TRUE,8,Morning,24,1,20,73.9,1.35,24.14,0.042,0.833
2/24/2024,Sat,TRUE,9,Morning,31,0,28,146.5,2.43,28.97,0,0.903
2/24/2024,Sat,TRUE,10,Morning,41,3,34,133,2.37,33.8,0.073,0.829
2/24/2024,Sat,TRUE,11,Morning,36,3,28,148.2,2.24,32.19,0.083,0.778
2/24/2024,Sat,TRUE,12,Morning,23,2,18,75.6,9.54,25.75,0.087,0.783
2/24/2024,Sat,TRUE,13,Morning,16,1,13,73.3,3.5,27.36,0.062,0.812
2/24/2024,Sat,TRUE,14,Evening,33,2,24,176.5,1.7,32.19,0.061,0.727
2/24/2024,Sat,TRUE,15,Evening,28,2,24,145.2,4.52,30.58,0.071,0.857
2/24/2024,Sat,TRUE,16,Evening,21,0,19,102.6,7.49,27.36,0,0.905
2/24/2024,Sat,TRUE,17,Evening,21,6,14,94.5,0.21,22.53,0.286,0.667
2/24/2024,Sat,TRUE,18,Evening,16,0,12,76.7,0.78,17.7,0,0.75
2/24/2024,Sat,TRUE,19,Evening,10,3,4,52.3,9.52,14.48,0.3,0.4
2/24/2024,Sat,TRUE,20,Night,6,1,4,16.4,1.57,11.27,0.167,0.667
2/24/2024,Sat,TRUE,21,Night,15,2,11,63.9,0.12,9.66,0.133,0.733
2/24/2024,Sat,TRUE,22,Night,6,1,4,21.5,0.07,8.05,0.167,0.667
2/24/2024,Sat,TRUE,23,Night,8,1,6,23.7,0.77,6.44,0.125,0.75
2/25/2024,Sun,TRUE,0,Night,3,0,3,11.7,1.47,4.83,0,1
2/25/2024,Sun,TRUE,1,Night,3,0,3,15.1,0.33,3.22,0,1
2/25/2024,Sun,TRUE,2,Night,5,1,4,19.9,0.05,2.42,0.2,0.8
2/25/2024,Sun,TRUE,3,Night,1,0,1,1.4,0.04,1.93,0,1
2/25/2024,Sun,TRUE,4,Night,2,0,2,10.3,0.01,2.42,0,1
2/25/2024,Sun,TRUE,5,Night,7,0,7,39.7,0.41,4.83,0,1
2/25/2024,Sun,TRUE,6,Morning,9,1,6,42.5,3.23,11.27,0.111,0.667
2/25/2024,Sun,TRUE,7,Morning,20,2,14,110.8,0.59,17.72,0.1,0.7
2/25/2024,Sun,TRUE,8,Morning,29,2,21,107.4,3.68,24.16,0.069,0.724
2/25/2024,Sun,TRUE,9,Morning,24,0,24,107.1,6.19,28.99,0,1
2/25/2024,Sun,TRUE,10,Morning,33,2,26,134.4,0.95,33.82,0.061,0.788
2/25/2024,Sun,TRUE,11,Morning,28,2,18,119.6,3.86,32.21,0.071,0.643
2/25/2024,Sun,TRUE,12,Morning,22,3,18,60.4,1,25.77,0.136,0.818
2/25/2024,Sun,TRUE,13,Morning,32,4,24,143.4,0.68,27.38,0.125,0.75
2/25/2024,Sun,TRUE,14,Evening,29,1,24,194.9,0.8,32.21,0.034,0.828
2/25/2024,Sun,TRUE,15,Evening,27,2,24,120.7,1.24,30.6,0.074,0.889
2/25/2024,Sun,TRUE,16,Evening,20,1,16,106.1,5.77,27.38,0.05,0.8
2/25/2024,Sun,TRUE,17,Evening,19,1,18,106.5,2.97,22.55,0.053,0.947
2/25/2024,Sun,TRUE,18,Evening,18,2,15,83.6,0.94,17.72,0.111,0.833
2/25/2024,Sun,TRUE,19,Evening,14,0,12,57.1,1.7,14.5,0,0.857
2/25/2024,Sun,TRUE,20,Night,18,1,15,73.8,4.13,11.27,0.056,0.833
2/25/2024,Sun,TRUE,21,Night,10,1,8,44.3,0.28,9.66,0.1,0.8
2/25/2024,Sun,TRUE,22,Night,4,0,4,28.4,0.05,8.05,0,1
2/25/2024,Sun,TRUE,23,Night,5,0,5,39.1,1.16,6.44,0,1
2/26/2024,Mon,FALSE,0,Night,9,0,8,26.6,0.3,8.79,0,0.889
2/26/2024,Mon,FALSE,1,Night,5,1,4,26.4,0.48,5.86,0.2,0.8
2/26/2024,Mon,FALSE,2,Night,5,0,4,9.9,0.19,4.4,0,0.8
2/26/2024,Mon,FALSE,3,Night,3,1,2,19.7,0.71,3.52,0.333,0.667
2/26/2024,Mon,FALSE,4,Night,3,1,2,38.8,0.06,4.4,0.333,0.667
2/26/2024,Mon,FALSE,5,Night,13,0,11,36.5,0.4,8.79,0,0.846
2/26/2024,Mon,FALSE,6,Morning,20,1,14,68.1,0.38,20.51,0.05,0.7
2/26/2024,Mon,FALSE,7,Morning,30,2,22,127,0.32,32.24,0.067,0.733
2/26/2024,Mon,FALSE,8,Morning,48,3,38,246.3,3.45,43.96,0.062,0.792
2/26/2024,Mon,FALSE,9,Morning,60,8,47,270.5,1.68,52.75,0.133,0.783
2/26/2024,Mon,FALSE,10,Morning,62,1,53,277.8,0.9,61.54,0.016,0.855
2/26/2024,Mon,FALSE,11,Morning,61,3,51,246.6,2.54,58.61,0.049,0.836
2/26/2024,Mon,FALSE,12,Morning,44,4,38,158.9,5.97,46.89,0.091,0.864
2/26/2024,Mon,FALSE,13,Morning,55,2,40,228.9,10.59,49.82,0.036,0.727
2/26/2024,Mon,FALSE,14,Evening,67,3,53,264.4,0.12,58.61,0.045,0.791
2/26/2024,Mon,FALSE,15,Evening,47,6,31,205.6,4.4,55.68,0.128,0.66
2/26/2024,Mon,FALSE,16,Evening,53,3,44,232.4,9.28,49.82,0.057,0.83
2/26/2024,Mon,FALSE,17,Evening,38,1,31,182.8,2.46,41.03,0.026,0.816
2/26/2024,Mon,FALSE,18,Evening,32,2,21,136.1,0.3,32.24,0.062,0.656
2/26/2024,Mon,FALSE,19,Evening,26,4,20,164,0.35,26.38,0.154,0.769
2/26/2024,Mon,FALSE,20,Night,25,1,22,93.1,0.12,20.51,0.04,0.88
2/26/2024,Mon,FALSE,21,Night,13,1,12,40.9,1.25,17.58,0.077,0.923
2/26/2024,Mon,FALSE,22,Night,10,1,7,33,2.77,14.65,0.1,0.7
2/26/2024,Mon,FALSE,23,Night,9,0,8,53.3,0.81,11.72,0,0.889
2/27/2024,Tue,FALSE,0,Night,9,1,7,69.1,1.12,8.8,0.111,0.778
2/27/2024,Tue,FALSE,1,Night,7,0,7,31.8,0.68,5.87,0,1
2/27/2024,Tue,FALSE,2,Night,4,0,4,7.2,0.07,4.4,0,1
2/27/2024,Tue,FALSE,3,Night,3,0,2,29.9,0.53,3.52,0,0.667
2/27/2024,Tue,FALSE,4,Night,4,0,2,16.8,0.17,4.4,0,0.5
2/27/2024,Tue,FALSE,5,Night,10,1,8,40.6,0.38,8.8,0.1,0.8
2/27/2024,Tue,FALSE,6,Morning,21,3,16,94.8,2.13,20.53,0.143,0.762
2/27/2024,Tue,FALSE,7,Morning,29,2,22,151.7,1.82,32.26,0.069,0.759
2/27/2024,Tue,FALSE,8,Morning,41,3,32,152.7,1.81,44,0.073,0.78
2/27/2024,Tue,FALSE,9,Morning,45,3,38,227.9,12.47,52.79,0.067,0.844
2/27/2024,Tue,FALSE,10,Morning,64,9,48,270.8,9.68,61.59,0.141,0.75
2/27/2024,Tue,FALSE,11,Morning,63,7,48,300.8,3.04,58.66,0.111,0.762
2/27/2024,Tue,FALSE,12,Morning,53,3,42,263.7,0.57,46.93,0.057,0.792
2/27/2024,Tue,FALSE,13,Morning,52,3,46,291,1.47,49.86,0.058,0.885
2/27/2024,Tue,FALSE,14,Evening,59,3,50,274.2,10.28,58.66,0.051,0.847
2/27/2024,Tue,FALSE,15,Evening,59,4,53,230.1,1.32,55.73,0.068,0.898
2/27/2024,Tue,FALSE,16,Evening,50,4,39,237.4,4.85,49.86,0.08,0.78
2/27/2024,Tue,FALSE,17,Evening,42,4,32,191.2,0.13,41.06,0.095,0.762
2/27/2024,Tue,FALSE,18,Evening,35,1,31,147.2,3.38,32.26,0.029,0.886
2/27/2024,Tue,FALSE,19,Evening,29,1,24,137.5,0.63,26.4,0.034,0.828
2/27/2024,Tue,FALSE,20,Night,25,2,18,93.7,0.08,20.53,0.08,0.72
2/27/2024,Tue,FALSE,21,Night,21,2,17,101.6,0.38,17.6,0.095,0.81
2/27/2024,Tue,FALSE,22,Night,18,1,15,75.3,0.49,14.67,0.056,0.833
2/27/2024,Tue,FALSE,23,Night,12,1,8,39.8,0.9,11.73,0.083,0.667
2/28/2024,Wed,FALSE,0,Night,9,2,6,30.3,0.07,8.81,0.222,0.667
2/28/2024,Wed,FALSE,1,Night,4,1,3,6.7,0.99,5.87,0.25,0.75
2/28/2024,Wed,FALSE,2,Night,6,1,4,12.2,0.13,4.4,0.167,0.667
2/28/2024,Wed,FALSE,3,Night,6,0,6,37.6,0.07,3.52,0,1
2/28/2024,Wed,FALSE,4,Night,4,0,4,14.1,0.01,4.4,0,1
2/28/2024,Wed,FALSE,5,Night,11,2,7,36.7,1.01,8.81,0.182,0.636
2/28/2024,Wed,FALSE,6,Morning,15,3,9,82.3,0.67,20.55,0.2,0.6
2/28/2024,Wed,FALSE,7,Morning,27,5,19,126.1,2.97,32.29,0.185,0.704
2/28/2024,Wed,FALSE,8,Morning,43,6,35,133.9,2.14,44.03,0.14,0.814
2/28/2024,Wed,FALSE,9,Morning,45,3,37,166.6,10.06,52.84,0.067,0.822
2/28/2024,Wed,FALSE,10,Morning,75,7,58,317.2,1.24,61.64,0.093,0.773
2/28/2024,Wed,FALSE,11,Morning,48,3,40,217.9,0.69,58.71,0.062,0.833
2/28/2024,Wed,FALSE,12,Morning,46,8,34,209.6,2.76,46.97,0.174,0.739
2/28/2024,Wed,FALSE,13,Morning,39,4,33,212.6,4.85,49.9,0.103,0.846
2/28/2024,Wed,FALSE,14,Evening,67,3,52,258.6,11.8,58.71,0.045,0.776
2/28/2024,Wed,FALSE,15,Evening,59,4,46,232.5,10.43,55.77,0.068,0.78
2/28/2024,Wed,FALSE,16,Evening,60,3,50,308.4,5.31,49.9,0.05,0.833
2/28/2024,Wed,FALSE,17,Evening,35,1,31,149.2,7.37,41.09,0.029,0.886
2/28/2024,Wed,FALSE,18,Evening,26,3,20,109,0.68,32.29,0.115,0.769
2/28/2024,Wed,FALSE,19,Evening,34,3,30,141.9,1.35,26.42,0.088,0.882
2/28/2024,Wed,FALSE,20,Night,15,1,12,97.7,0.08,20.55,0.067,0.8
2/28/2024,Wed,FALSE,21,Night,22,1,19,110.6,0.04,17.61,0.045,0.864
2/28/2024,Wed,FALSE,22,Night,10,0,10,34.4,0.84,14.68,0,1
2/28/2024,Wed,FALSE,23,Night,11,2,7,59.9,0.33,11.74,0.182,0.636
2/29/2024,Thu,FALSE,0,Night,12,2,8,43,1.24,8.81,0.167,0.667
2/29/2024,Thu,FALSE,1,Night,5,0,5,20.9,0.3,5.88,0,1
2/29/2024,Thu,FALSE,2,Night,5,1,4,13.5,0.01,4.41,0.2,0.8
2/29/2024,Thu,FALSE,3,Night,8,0,6,37.4,0.04,3.53,0,0.75
2/29/2024,Thu,FALSE,4,Night,1,0,1,7.2,0.46,4.41,0,1
2/29/2024,Thu,FALSE,5,Night,6,0,4,34.1,0.54,8.81,0,0.667
2/29/2024,Thu,FALSE,6,Morning,25,4,17,118.1,1.37,20.56,0.16,0.68
2/29/2024,Thu,FALSE,7,Morning,37,3,28,176,0.26,32.31,0.081,0.757
2/29/2024,Thu,FALSE,8,Morning,36,3,30,145,2.53,44.06,0.083,0.833
2/29/2024,Thu,FALSE,9,Morning,46,0,44,183.8,10.03,52.88,0,0.957
2/29/2024,Thu,FALSE,10,Morning,55,14,35,268.8,1.35,61.69,0.255,0.636
2/29/2024,Thu,FALSE,11,Morning,56,4,44,187,11.84,58.75,0.071,0.786
2/29/2024,Thu,FALSE,12,Morning,50,8,34,183.9,2.18,47,0.16,0.68
2/29/2024,Thu,FALSE,13,Morning,45,3,37,214.9,0.38,49.94,0.067,0.822
2/29/2024,Thu,FALSE,14,Evening,50,3,43,182.7,0.33,58.75,0.06,0.86
2/29/2024,Thu,FALSE,15,Evening,61,5,51,255.6,0.96,55.82,0.082,0.836
2/29/2024,Thu,FALSE,16,Evening,55,6,42,247.6,0.07,49.94,0.109,0.764
2/29/2024,Thu,FALSE,17,Evening,39,3,30,253.6,0.09,41.13,0.077,0.769
2/29/2024,Thu,FALSE,18,Evening,32,0,28,167.1,0.33,32.31,0,0.875
2/29/2024,Thu,FALSE,19,Evening,20,2,17,92.1,2.02,26.44,0.1,0.85
2/29/2024,Thu,FALSE,20,Night,16,0,16,68.7,0.74,20.56,0,1
2/29/2024,Thu,FALSE,21,Night,16,0,12,68.9,2.42,17.63,0,0.75
2/29/2024,Thu,FALSE,22,Night,18,2,14,115.7,3.5,14.69,0.111,0.778
2/29/2024,Thu,FALSE,23,Night,11,1,10,49.7,1.99,11.75,0.091,0.909
3/1/2024,Fri,FALSE,0,Night,8,1,7,32.7,0.13,8.82,0.125,0.875
3/1/2024,Fri,FALSE,1,Night,4,0,4,11,0.02,5.88,0,1
3/1/2024,Fri,FALSE,2,Night,2,0,2,9.5,0.02,4.41,0,1
3/1/2024,Fri,FALSE,3,Night,3,0,3,12.9,0.05,3.53,0,1
3/1/2024,Fri,FALSE,4,Night,7,0,5,51.9,0.14,4.41,0,0.714
3/1/2024,Fri,FALSE,5,Night,10,1,7,36.5,2.79,8.82,0.1,0.7
3/1/2024,Fri,FALSE,6,Morning,17,3,12,84,0.07,20.58,0.176,0.706
3/1/2024,Fri,FALSE,7,Morning,27,3,20,116.8,2.36,32.34,0.111,0.741
3/1/2024,Fri,FALSE,8,Morning,45,2,33,193,0.53,44.1,0.044,0.733
3/1/2024,Fri,FALSE,9,Morning,50,3,42,273.3,2.23,52.92,0.06,0.84
3/1/2024,Fri,FALSE,10,Morning,50,3,37,255.9,2.32,61.74,0.06,0.74
3/1/2024,Fri,FALSE,11,Morning,63,7,50,368.6,14.43,58.8,0.111,0.794
3/1/2024,Fri,FALSE,12,Morning,52,1,45,284.8,5.61,47.04,0.019,0.865
3/1/2024,Fri,FALSE,13,Morning,56,3,45,224.7,3.53,49.98,0.054,0.804
3/1/2024,Fri,FALSE,14,Evening,53,5,41,201.3,10.43,58.8,0.094,0.774
3/1/2024,Fri,FALSE,15,Evening,55,5,48,236.9,0.14,55.86,0.091,0.873
3/1/2024,Fri,FALSE,16,Evening,63,6,48,270,2.17,49.98,0.095,0.762
3/1/2024,Fri,FALSE,17,Evening,41,3,37,148.6,0.36,41.16,0.073,0.902
3/1/2024,Fri,FALSE,18,Evening,35,4,27,146.9,0.96,32.34,0.114,0.771
3/1/2024,Fri,FALSE,19,Evening,30,1,25,124.2,0,26.46,0.033,0.833
3/1/2024,Fri,FALSE,20,Night,20,0,16,97.1,0.32,20.58,0,0.8
3/1/2024,Fri,FALSE,21,Night,16,1,14,40.2,0.26,17.64,0.062,0.875
3/1/2024,Fri,FALSE,22,Night,11,0,10,38.3,1.44,14.7,0,0.909
3/1/2024,Fri,FALSE,23,Night,15,1,12,59.8,0.23,11.76,0.067,0.8
3/2/2024,Sat,TRUE,0,Night,5,0,4,7.6,0.01,4.85,0,0.8
3/2/2024,Sat,TRUE,1,Night,4,1,3,5.2,0.07,3.24,0.25,0.75
3/2/2024,Sat,TRUE,2,Night,2,0,2,8.6,0.37,2.43,0,1
3/2/2024,Sat,TRUE,3,Night,2,1,1,4.4,0.07,1.94,0.5,0.5
3/2/2024,Sat,TRUE,4,Night,1,0,1,2.8,0.24,2.43,0,1
3/2/2024,Sat,TRUE,5,Night,4,0,4,14.6,1.72,4.85,0,1
3/2/2024,Sat,TRUE,6,Morning,11,1,6,29.7,0.11,11.33,0.091,0.545
3/2/2024,Sat,TRUE,7,Morning,16,1,15,123.1,2.99,17.8,0.062,0.938
3/2/2024,Sat,TRUE,8,Morning,22,2,18,100.5,12.29,24.27,0.091,0.818
3/2/2024,Sat,TRUE,9,Morning,23,2,20,97.4,7,29.13,0.087,0.87
3/2/2024,Sat,TRUE,10,Morning,23,1,19,109.2,0.92,33.98,0.043,0.826
3/2/2024,Sat,TRUE,11,Morning,38,4,32,164.5,4.41,32.37,0.105,0.842
3/2/2024,Sat,TRUE,12,Morning,30,3,22,104.2,3.32,25.89,0.1,0.733
